chrom	start	stop
chr1	15307296	15308140
chr1	15358157	15359056
chr1	15426513	15427291
chr1	15483210	15484112
chr1	15538791	15539715
chr1	15543940	15544767
chr1	15600649	15601640
chr1	15610223	15611109
chr1	15616091	15616983
chr1	15621638	15622525
chr1	15651613	15652500
chr1	15656554	15657373
chr1	15658027	15658897
chr1	15659417	15660326
chr1	15683322	15684207
chr1	15710164	15710999
chr1	15725611	15726483
chr1	15770220	15771029
chr1	15776591	15777565
chr1	15778089	15778935
chr1	15805217	15806076
chr1	15850540	15851409
chr1	15883261	15884339
chr1	15892200	15893138
chr1	15898531	15899390
chr1	15899533	15900356
chr1	15936063	15936969
chr1	15943416	15944262
chr1	15990831	15991747
chr1	15993343	15994310
chr1	16056955	16057788
chr1	16091421	16092224
chr1	16092781	16093691
chr1	16104308	16105239
chr1	16105477	16106110
chr1	16126983	16127854
chr1	16129817	16130735
chr1	16177333	16178230
chr1	16201624	16202521
chr1	16205601	16206566
chr1	16249078	16249671
chr1	16258108	16259012
chr1	16259725	16260586
chr1	16261536	16262428
chr1	16266926	16267777
chr1	16268508	16269278
chr1	16290951	16291742
chr1	16313599	16314496
chr1	16371924	16372854
chr1	16399067	16399937
chr1	16408090	16408986
chr1	16414713	16415617
chr1	16431254	16432183
chr1	16437027	16437894
chr1	16439925	16440793
chr1	16447590	16448486
chr1	16468488	16469344
chr1	16469852	16470721
chr1	16484158	16485030
chr1	16498450	16499100
chr1	16518854	16519597
chr1	16519713	16520261
chr1	16546567	16547358
chr1	16564600	16565486
chr1	16586765	16587629
chr1	16603563	16604495
chr1	16605110	16606041
chr1	16616093	16617016
chr1	16618892	16619741
chr1	16633586	16634445
chr1	16636290	16637155
chr1	16656556	16657486
chr1	16664849	16665729
chr1	16688218	16689084
chr1	16745714	16746491
chr1	16748852	16749677
chr1	16758828	16759773
chr1	16760544	16761428
chr1	16779720	16780551
chr1	16797986	16798996
chr1	16807561	16808562
chr1	16809464	16810319
chr1	16816321	16817201
chr1	16916404	16917282
chr1	16930041	16930983
chr1	16979695	16980596
chr1	16987322	16988253
chr1	16996515	16997383
chr1	17010519	17011408
chr1	17017830	17018737
chr1	17041012	17041867
chr1	17043109	17043980
chr1	17053707	17054606
chr1	17060306	17061173
chr1	17062328	17063166
chr1	17072541	17073399
chr1	17084795	17085711
chr1	17097457	17098350
chr1	17119766	17120618
chr1	17123091	17123905
chr1	17145033	17145920
chr1	17163313	17164153
chr1	17308538	17309341
chr1	17309660	17310582
chr1	17311190	17312060
chr1	17337591	17338412
chr1	17480612	17481483
chr1	17482697	17483619
chr1	17601118	17601986
chr1	17718061	17718947
chr1	17727062	17727961
chr1	17838228	17839097
chr1	17840447	17841356
chr1	17980397	17981261
chr1	18058149	18058992
chr1	18106076	18106630
chr1	18107669	18108438
chr1	18147873	18148833
chr1	18167996	18168905
chr1	18170376	18171315
chr1	18180959	18181851
chr1	18371364	18372252
chr1	18458202	18459423
chr1	18550883	18551722
chr1	18589182	18589985
chr1	18698124	18699049
chr1	18758185	18759099
chr1	18975139	18975977
chr1	18976620	18977434
chr1	19265158	19266019
chr1	19421141	19422058
chr1	19459676	19460550
chr1	19973059	19973968
chr1	19988817	19989679
chr1	20039073	20040071
chr1	20069478	20070380
chr1	20224217	20225220
chr1	20301453	20302373
chr1	20302800	20303744
chr1	20311247	20312104
chr1	20449821	20450600
chr1	20477551	20478471
chr1	20513423	20514330
chr1	20519819	20520678
chr1	20554156	20555048
chr1	20612434	20613342
chr1	20633353	20634237
chr1	20677736	20678595
chr1	20699753	20700660
chr1	20738172	20739062
chr1	20748963	20749842
chr1	20759544	20760460
chr1	20786084	20786940
chr1	20788231	20789065
chr1	20801434	20802284
chr1	20816708	20817645
chr1	20819921	20820820
chr1	20839617	20840515
chr1	20880129	20881039
chr1	20882919	20883807
chr1	20890242	20891024
chr1	20905874	20906721
chr1	20912188	20913118
chr1	20914204	20915051
chr1	20920884	20921792
chr1	20922648	20923520
chr1	20933212	20934099
chr1	20934817	20935613
chr1	20938758	20939638
chr1	20941045	20941945
chr1	20951177	20952057
chr1	20981383	20982271
chr1	20995097	20996021
chr1	21002398	21003328
chr1	21010167	21011017
chr1	21014246	21015095
chr1	21073957	21074804
chr1	21078908	21079821
chr1	21101004	21101864
chr1	21161503	21162364
chr1	21166029	21166908
chr1	21213681	21214591
chr1	21218273	21219175
chr1	21231802	21232753
chr1	21271232	21272037
chr1	21305301	21306176
chr1	21344056	21344919
chr1	21411142	21412002
chr1	21419113	21419997
chr1	21432777	21433623
chr1	21445592	21446491
chr1	21458337	21459335
chr1	21460776	21461688
chr1	21466141	21466992
chr1	21499756	21500450
chr1	21500575	21501189
chr1	21597709	21598590
chr1	21616413	21617304
chr1	21676513	21677392
chr1	21720849	21721672
chr1	21728978	21729705
chr1	21729827	21730480
chr1	21731380	21732236
chr1	21751435	21752327
chr1	21764813	21765670
chr1	21797760	21798770
chr1	21829680	21830701
chr1	21868272	21869113
chr1	21961081	21961973
chr1	21962123	21962506
chr1	22203759	22204657
chr1	22208026	22208896
chr1	22211113	22212247
chr1	22241399	22242274
chr1	22245508	22246364
chr1	22261785	22262638
chr1	22266270	22267139
chr1	22268724	22269600
chr1	22275124	22275964
chr1	22283923	22284732
chr1	22319904	22320703
chr1	22367772	22368655
chr1	22377076	22377832
chr1	22487018	22487794
chr1	22497418	22498224
chr1	22502039	22502973
chr1	22508745	22509684
chr1	22512287	22512785
chr1	22514794	22515706
chr1	22526185	22527078
chr1	22533166	22534127
chr1	22539401	22540230
chr1	22543190	22544133
chr1	22556993	22557872
chr1	22596671	22597481
chr1	22604304	22605190
chr1	22640359	22641162
chr1	22649422	22650239
chr1	22650541	22651438
chr1	22654634	22655434
chr1	22655854	22656677
chr1	22709103	22709998
chr1	22717448	22718202
chr1	22733067	22733987
chr1	22740287	22742121
chr1	22789235	22790135
chr1	22805677	22806588
chr1	22928282	22929186
chr1	23003467	23004334
chr1	23007807	23008711
chr1	23023206	23024209
chr1	23058149	23059029
chr1	23061753	23062642
chr1	23067474	23068336
chr1	23098037	23098993
chr1	23102650	23103529
chr1	23117037	23117968
chr1	23197159	23198093
chr1	23202242	23203352
chr1	23214410	23215176
chr1	23231243	23232101
chr1	23255840	23256671
chr1	23263903	23264715
chr1	23286463	23287353
chr1	23320920	23321817
chr1	23365408	23366307
chr1	23379983	23380855
chr1	23382800	23383665
chr1	23389492	23390421
chr1	23409711	23410669
chr1	23411137	23411918
chr1	23413902	23414750
chr1	23445551	23446424
chr1	23463835	23464706
chr1	23490405	23491247
chr1	23495027	23495899
chr1	23557603	23558332
chr1	23604151	23604999
chr1	23629190	23630052
chr1	23633126	23633972
chr1	23649721	23650630
chr1	23656026	23656869
chr1	23670318	23671184
chr1	23676255	23677135
chr1	23705279	23706147
chr1	23706487	23707161
chr1	23761527	23762295
chr1	23762560	23763422
chr1	23772447	23773230
chr1	23776059	23776894
chr1	23792648	23793458
chr1	23826430	23827691
chr1	23843651	23844498
chr1	23845999	23846872
chr1	23865154	23866062
chr1	23869377	23870269
chr1	23884025	23884677
chr1	23884797	23885429
chr1	23921891	23922735
chr1	23929111	23930198
chr1	23934758	23935662
chr1	23943263	23944138
chr1	23953565	23954429
chr1	23958254	23959195
chr1	23968222	23969058
chr1	23969911	23970769
chr1	23978005	23978856
chr1	24005181	24006076
chr1	24033766	24034647
chr1	24073956	24074984
chr1	24089707	24090520
chr1	24099896	24100780
chr1	24107325	24108112
chr1	24118940	24119775
chr1	24122383	24123264
chr1	24133500	24134332
chr1	24134676	24135487
chr1	24136837	24137729
chr1	24139099	24139993
chr1	24143356	24144333
chr1	24171201	24172067
chr1	24172563	24173404
chr1	24184730	24185624
chr1	24218830	24219718
chr1	24222874	24223769
chr1	24225912	24226802
chr1	24229249	24230055
chr1	24230201	24230984
chr1	24248799	24249580
chr1	24264182	24265056
chr1	24268740	24269789
chr1	24302456	24303332
chr1	24335493	24336381
chr1	24349436	24350349
chr1	24362004	24362889
chr1	24367358	24368237
chr1	24372390	24373232
chr1	24378159	24379062
chr1	24380768	24381622
chr1	24451933	24452806
chr1	24457794	24458678
chr1	24495042	24496092
chr1	24512302	24513173
chr1	24515075	24515963
chr1	24586383	24587086
chr1	24633458	24634337
chr1	24661315	24662222
chr1	24663868	24664775
chr1	24666520	24667544
chr1	24673077	24673911
chr1	24678193	24679087
chr1	24683799	24684644
chr1	24729499	24730368
chr1	24758267	24759151
chr1	24773265	24774299
chr1	24793407	24794147
chr1	24869548	24870406
chr1	24901003	24901873
chr1	25008461	25009343
chr1	25033420	25034322
chr1	25043525	25044457
chr1	25057271	25058110
chr1	25060052	25060754
chr1	25060872	25061484
chr1	25075939	25076856
chr1	25082085	25083028
chr1	25085441	25086336
chr1	25090967	25091880
chr1	25105094	25105959
chr1	25107468	25108327
chr1	25115483	25116232
chr1	25126868	25127670
chr1	25143977	25144717
chr1	25145995	25146907
chr1	25163325	25164192
chr1	25165917	25166852
chr1	25179950	25180820
chr1	25188921	25189807
chr1	25199257	25200088
chr1	25228436	25229310
chr1	25281322	25282143
chr1	25325159	25326075
chr1	25430162	25431061
chr1	25435369	25435916
chr1	25443207	25444164
chr1	25475445	25476325
chr1	25489928	25490820
chr1	25501549	25502427
chr1	25504086	25504961
chr1	25510190	25511070
chr1	25511761	25512564
chr1	25526862	25527769
chr1	25542670	25543585
chr1	25576309	25577220
chr1	25598608	25599400
chr1	25602449	25603373
chr1	25621330	25622239
chr1	25635663	25636498
chr1	25644030	25644910
chr1	25672231	25673145
chr1	25681828	25682732
chr1	25698496	25699418
chr1	25711078	25712203
chr1	25718577	25719213
chr1	25729593	25730498
chr1	25736913	25737709
chr1	25737982	25738954
chr1	25745548	25746373
chr1	25768723	25769624
chr1	25775387	25776295
chr1	25778577	25779440
chr1	25783458	25784237
chr1	25793905	25794764
chr1	25823962	25824470
chr1	25829788	25830682
chr1	25952078	25952916
chr1	26050628	26051480
chr1	26282663	26283573
chr1	26463053	26463905
chr1	26528713	26529598
chr1	26559340	26560214
chr1	26631191	26631992
chr1	26632618	26633468
chr1	26685828	26686689
chr1	26687884	26688387
chr1	26793835	26794725
chr1	26853584	26854483
chr1	26857169	26858057
chr1	26909773	26910776
chr1	27025244	27026233
chr1	27061999	27062907
chr1	27298418	27299271
chr1	27306714	27307394
chr1	27478714	27479569
chr1	27481042	27481840
chr1	27608328	27609213
chr1	27628811	27629695
chr1	27998060	27999057
chr1	28053729	28054631
chr1	28214055	28214913
chr1	28339743	28340562
chr1	28349262	28350139
chr1	28373118	28374010
chr1	28602124	28603035
chr1	28800662	28801572
chr1	28806394	28807288
chr1	28870175	28871104
chr1	28877315	28878185
chr1	28970653	28971548
chr1	29057092	29058005
chr1	29216880	29217784
chr1	29322143	29323121
chr1	29587535	29588418
chr1	30144795	30145664
chr1	30184576	30185081
chr1	30189343	30190381
chr1	30204614	30205435
chr1	30262137	30263040
chr1	30502959	30503793
chr1	30584625	30585655
chr1	30588048	30588957
chr1	30590506	30591425
chr1	30594996	30595924
chr1	30700343	30700952
chr1	30701062	30701609
chr1	30716072	30716978
chr1	30720565	30721461
chr1	30722129	30722961
chr1	30740712	30741553
chr1	30748375	30749096
chr1	30755393	30756267
chr1	30773495	30774345
chr1	30787021	30788091
chr1	30790120	30790614
chr1	30793052	30793937
chr1	30819060	30820050
chr1	30832466	30833299
chr1	30873360	30874192
chr1	30920579	30921459
chr1	30930667	30931481
chr1	30949414	30950270
chr1	31064941	31065871
chr1	31153804	31154670
chr1	31156693	31157567
chr1	31175167	31175990
chr1	31178028	31178921
chr1	31203488	31204414
chr1	31209870	31210778
chr1	31220588	31221468
chr1	31260271	31261131
chr1	31378830	31379722
chr1	31448781	31449596
chr1	31453587	31454444
chr1	32172267	32173167
chr1	32174436	32175272
chr1	32270244	32271039
chr1	32275142	32276004
chr1	32279606	32280529
chr1	32294552	32295464
chr1	32301123	32302039
chr1	32363253	32364129
chr1	32397346	32398222
chr1	32428105	32428967
chr1	32430367	32431220
chr1	32443632	32444501
chr1	32452519	32453427
chr1	32462915	32463816
chr1	32487697	32488585
chr1	32503118	32504003
chr1	32553581	32554516
chr1	32632400	32633317
chr1	32638883	32639730
chr1	32689277	32690054
chr1	32700865	32701731
chr1	32740169	32741060
chr1	32767820	32768836
chr1	32772002	32772877
chr1	32827004	32827867
chr1	32830377	32831272
chr1	32847796	32848660
chr1	32872731	32873605
chr1	32902284	32903183
chr1	32959132	32960003
chr1	33040402	33041305
chr1	33042163	33043084
chr1	33124820	33125747
chr1	33174719	33175653
chr1	33194886	33195758
chr1	33201362	33202229
chr1	33214501	33215511
chr1	33249201	33250112
chr1	33271432	33272304
chr1	33276916	33277373
chr1	33379544	33380463
chr1	33452906	33453682
chr1	33454274	33455174
chr1	33460000	33460920
chr1	33480106	33481229
chr1	33483822	33484604
chr1	33499532	33500423
chr1	33512447	33513409
chr1	33522990	33523856
chr1	33529589	33530434
chr1	33531224	33532074
chr1	33565624	33566468
chr1	33609790	33610706
chr1	33636025	33636917
chr1	33641007	33641884
chr1	33645453	33646443
chr1	33646975	33647831
chr1	33669618	33670144
chr1	33680852	33681607
chr1	33689437	33690360
chr1	33693567	33694359
chr1	33700936	33701941
chr1	33719603	33720499
chr1	33725192	33726059
chr1	33739063	33739940
chr1	33742612	33743525
chr1	33751060	33751964
chr1	33757254	33758127
chr1	33776103	33776972
chr1	33784208	33785186
chr1	33803059	33803884
chr1	33814033	33814884
chr1	33843666	33844570
chr1	33883148	33884057
chr1	33892497	33893416
chr1	33899909	33900786
chr1	33907421	33908362
chr1	33932751	33933606
chr1	33946693	33947580
chr1	33964259	33965249
chr1	33966166	33967008
chr1	33989436	33990370
chr1	33992513	33993370
chr1	33993819	33994694
chr1	34005671	34006483
chr1	34010994	34012008
chr1	34016504	34017374
chr1	34023009	34023944
chr1	34028375	34029260
chr1	34041094	34041939
chr1	34050991	34051839
chr1	34060342	34060898
chr1	34061007	34061601
chr1	34074528	34075431
chr1	34076851	34077725
chr1	34077859	34078449
chr1	34094064	34094887
chr1	34097408	34098231
chr1	34121248	34122148
chr1	34138985	34139883
chr1	34142936	34143837
chr1	34164347	34165206
chr1	34167220	34168231
chr1	34177802	34178695
chr1	34189156	34189901
chr1	34190023	34190605
chr1	34206350	34207242
chr1	34218165	34218963
chr1	34236051	34236940
chr1	34300501	34301255
chr1	34310448	34311351
chr1	34331508	34332372
chr1	34378932	34379822
chr1	34388822	34389517
chr1	34396045	34396949
chr1	34409574	34410464
chr1	34432788	34433635
chr1	34434535	34435423
chr1	34439156	34440087
chr1	34459307	34460188
chr1	34462571	34463453
chr1	34467692	34468488
chr1	34472532	34473309
chr1	34485509	34486372
chr1	34505091	34505917
chr1	34510495	34511452
chr1	34519285	34519742
chr1	34519832	34520246
chr1	34536531	34537454
chr1	34571158	34572048
chr1	34574774	34575678
chr1	34579239	34580272
chr1	34583591	34584478
chr1	34602091	34602955
chr1	34642231	34643146
chr1	34643854	34644769
chr1	34653948	34654845
chr1	34677133	34677658
chr1	34677798	34678701
chr1	34686305	34687197
chr1	34700389	34701192
chr1	34708751	34709604
chr1	34738116	34739011
chr1	34745629	34746512
chr1	34748908	34749705
chr1	34750336	34751181
chr1	34753386	34754275
chr1	34760374	34761227
chr1	34768623	34769508
chr1	34779273	34780172
chr1	34793250	34794142
chr1	34798986	34799898
chr1	34801431	34802131
chr1	34802249	34802692
chr1	34804666	34805512
chr1	34830775	34831504
chr1	34842536	34843438
chr1	34849641	34850451
chr1	34858397	34859315
chr1	34863041	34863901
chr1	34866937	34867835
chr1	34873289	34874098
chr1	34891320	34892230
chr1	34893581	34894494
chr1	34927061	34927924
chr1	34983760	34984589
chr1	34987724	34988369
chr1	35146995	35147746
chr1	35162251	35163139
chr1	35200954	35201737
chr1	35202295	35203191
chr1	35239313	35240322
chr1	35241778	35242678
chr1	35257313	35258194
chr1	35331612	35332363
chr1	35362596	35363484
chr1	35385151	35386041
chr1	35387743	35388718
chr1	35402934	35403754
chr1	35415472	35416326
chr1	35417877	35418719
chr1	35426960	35427758
chr1	35427940	35428838
chr1	35429392	35430129
chr1	35464824	35465719
chr1	35575080	35575932
chr1	35604802	35605880
chr1	35640141	35641040
chr1	35653181	35653997
chr1	35726338	35727206
chr1	35729724	35730643
chr1	35749056	35749786
chr1	35750782	35751308
chr1	35759013	35759540
chr1	35762952	35763849
chr1	35772320	35773181
chr1	35795766	35796616
chr1	35802744	35803673
chr1	35826537	35827431
chr1	35843385	35844288
chr1	35849726	35850536
chr1	35864041	35864886
chr1	35869391	35870300
chr1	35879300	35880214
chr1	35887104	35887354
chr1	35926207	35927022
chr1	35935030	35935949
chr1	35945297	35946176
chr1	35950939	35951828
chr1	35992307	35993194
chr1	35995422	35996316
chr1	36008750	36009609
chr1	36030272	36031194
chr1	36052349	36053242
chr1	36064620	36065533
chr1	36067935	36068819
chr1	36095165	36096058
chr1	36123943	36124859
chr1	36149026	36149886
chr1	36160081	36160944
chr1	36172722	36173527
chr1	36173660	36174293
chr1	36234999	36235734
chr1	36239330	36240027
chr1	36243825	36244719
chr1	36252562	36253432
chr1	36254499	36255383
chr1	36261830	36262714
chr1	36269035	36269947
chr1	36277120	36277987
chr1	36278971	36279883
chr1	36296116	36296929
chr1	36303110	36304032
chr1	36307351	36308194
chr1	36309242	36310100
chr1	36323778	36324635
chr1	36326627	36327494
chr1	36352087	36353132
chr1	36368666	36369529
chr1	36401195	36402043
chr1	36435076	36435541
chr1	36440847	36441725
chr1	36444845	36445706
chr1	36457861	36458845
chr1	36469498	36470299
chr1	36471126	36472002
chr1	36492103	36493023
chr1	36501019	36501910
chr1	36511548	36512408
chr1	36546855	36547741
chr1	36557828	36558579
chr1	36580114	36581053
chr1	36595889	36596553
chr1	36603090	36603933
chr1	36606684	36607590
chr1	36611289	36612133
chr1	36628336	36629248
chr1	36633670	36634508
chr1	36634721	36635572
chr1	36660564	36661379
chr1	36664128	36665123
chr1	36672660	36673561
chr1	36683861	36684750
chr1	36691060	36691937
chr1	36709566	36710420
chr1	36737105	36737953
chr1	36744178	36745064
chr1	36763999	36764884
chr1	36770681	36771519
chr1	36784640	36785354
chr1	36797236	36798123
chr1	36807874	36808725
chr1	36813283	36814166
chr1	36830870	36831769
chr1	36844722	36845640
chr1	36864506	36865418
chr1	36890761	36891698
chr1	36903083	36903887
chr1	36905136	36905785
chr1	36920020	36920951
chr1	36939328	36940185
chr1	36943442	36944306
chr1	36949347	36950239
chr1	36993926	36994854
chr1	36996357	36997230
chr1	37028857	37029785
chr1	37053370	37054338
chr1	37060895	37061817
chr1	37065530	37066476
chr1	37077054	37077758
chr1	37077880	37078645
chr1	37081413	37082314
chr1	37088642	37089493
chr1	37097243	37098047
chr1	37100244	37100842
chr1	37100955	37101617
chr1	37113703	37114545
chr1	37122017	37123118
chr1	37149623	37150543
chr1	37173672	37174476
chr1	37186602	37187418
chr1	37194357	37195284
chr1	37207556	37208448
chr1	37219877	37220757
chr1	37231155	37232049
chr1	37248145	37248979
chr1	37250329	37251211
chr1	37272292	37273047
chr1	37288002	37288857
chr1	37299519	37300370
chr1	37322398	37323310
chr1	37333938	37334756
chr1	37338876	37339737
chr1	37350641	37351541
chr1	37358587	37359429
chr1	37367927	37368766
chr1	37369078	37369853
chr1	37386413	37387242
chr1	37392932	37393832
chr1	37398797	37399669
chr1	37404987	37405941
chr1	37421058	37421987
chr1	37429637	37430544
chr1	37467637	37468381
chr1	37471289	37472118
chr1	37488395	37489351
chr1	37504784	37505727
chr1	37511890	37512792
chr1	37525390	37526282
chr1	37532947	37533800
chr1	37540631	37541527
chr1	37548690	37549496
chr1	37551322	37552204
chr1	37560137	37560951
chr1	37572505	37573386
chr1	37585543	37586432
chr1	37613820	37614710
