chrom	start	stop
chr1	8721894	8722754
chr1	8780742	8781570
chr1	8842499	8843369
chr1	8863508	8864314
chr1	8867494	8868446
chr1	8944753	8945635
chr1	9127224	9128070
chr1	9130200	9131078
chr1	9168140	9169002
chr1	9296414	9297324
chr1	9298541	9299095
chr1	9299305	9300111
chr1	9458426	9459290
chr1	9540858	9541872
chr1	9544927	9545785
chr1	9547719	9548580
chr1	9548859	9549638
chr1	9553975	9554418
chr1	9572994	9573890
chr1	9577985	9578829
chr1	9590258	9591189
chr1	9591607	9592568
chr1	9600908	9601745
chr1	9602209	9603011
chr1	9609008	9609904
chr1	9611490	9612291
chr1	9619286	9620186
chr1	9622260	9623153
chr1	9627164	9628089
chr1	9629792	9630684
chr1	9695568	9696440
chr1	9696577	9697322
chr1	9700031	9700955
chr1	9722217	9723118
chr1	9733394	9734405
chr1	9736396	9736693
chr1	9748041	9748905
chr1	9768463	9769303
chr1	9772544	9773430
chr1	9797743	9798643
chr1	9811941	9812820
chr1	9815660	9816564
chr1	9823173	9824078
chr1	9847879	9848785
chr1	9862272	9863150
chr1	9876568	9877409
chr1	9882128	9882942
chr1	9891453	9892456
chr1	9908275	9909133
chr1	9943673	9944576
chr1	9967070	9967756
chr1	9967873	9968306
chr1	9993524	9994430
chr1	10006960	10007852
chr1	10008706	10009619
chr1	10037596	10038486
chr1	10039426	10040291
chr1	10080326	10081238
chr1	10089284	10090147
chr1	10116348	10117104
chr1	10141472	10142124
chr1	10150372	10151228
chr1	10157001	10157880
chr1	10158264	10158995
chr1	10164690	10165588
chr1	10228681	10229483
chr1	10232615	10233467
chr1	10327665	10328541
chr1	10429642	10430531
chr1	10483887	10484750
chr1	10596233	10597108
chr1	10699761	10700617
chr1	10700932	10701661
chr1	10704309	10705256
chr1	10713000	10713882
chr1	10719585	10720478
chr1	10720627	10721464
chr1	10759340	10760216
chr1	10777567	10778480
chr1	10835474	10836385
chr1	10836990	10837835
chr1	10898988	10899890
chr1	10942724	10943599
chr1	10944916	10945861
chr1	10954900	10955795
chr1	10993311	10994195
chr1	11033158	11033998
chr1	11045182	11046027
chr1	11089382	11090279
chr1	11097041	11097907
chr1	11137761	11138641
chr1	11139657	11140535
chr1	11177651	11178546
chr1	11179582	11180469
chr1	11268056	11268896
chr1	11329165	11329958
chr1	11355329	11356177
chr1	11413702	11414623
chr1	11446976	11447888
chr1	11458228	11459195
chr1	11462089	11462716
chr1	11549570	11550474
chr1	11566654	11567354
chr1	11573278	11574138
chr1	11579937	11580706
chr1	11649864	11650749
chr1	11652571	11653407
chr1	11657527	11658374
chr1	11742033	11742959
chr1	11750331	11751220
chr1	11788106	11789066
chr1	11795468	11796390
chr1	11895615	11896522
chr1	11997362	11998239
chr1	12008787	12009674
chr1	12010381	12011255
chr1	12029302	12030179
chr1	12282033	12283142
chr1	12367596	12368505
chr1	12405445	12406397
chr1	12452693	12453576
chr1	12500138	12501054
chr1	12555679	12556586
chr1	12571825	12572703
chr1	12576691	12577605
chr1	12604059	12604956
chr1	12692138	12692744
chr1	12692879	12693613
chr1	12715239	12716087
chr1	12717902	12718793
chr1	12770915	12771843
chr1	12784927	12785832
chr1	12832789	12833691
chr1	12835552	12836478
chr1	12836632	12837314
chr1	12863806	12864671
chr1	12865012	12865770
chr1	12877585	12878498
chr1	12883095	12883541
chr1	12947239	12948107
chr1	12984733	12985552
chr1	12992028	12992953
chr1	13004749	13005664
chr1	13018225	13019126
chr1	13049887	13050774
chr1	13051778	13052673
chr1	13069277	13070144
chr1	13100278	13101099
chr1	13103462	13104386
chr1	13134098	13134955
chr1	13142029	13142885
chr1	13174268	13175133
chr1	13183234	13184019
chr1	13188173	13189016
chr1	13196728	13197622
chr1	13214143	13215062
chr1	13228248	13229007
chr1	13235030	13235887
chr1	13238076	13238960
chr1	13251465	13252360
chr1	13288831	13289621
chr1	13289979	13290810
chr1	13299242	13300113
chr1	13305179	13306023
chr1	13307827	13308650
chr1	13313077	13313823
chr1	13314363	13315242
chr1	13324475	13325380
chr1	13326401	13327323
chr1	13360453	13361326
chr1	13366397	13367351
chr1	13372244	13373059
chr1	13373648	13374544
chr1	13393059	13393966
chr1	13426138	13426998
chr1	13427572	13428425
chr1	13494533	13495397
chr1	13500240	13501159
chr1	13531253	13532117
chr1	13573643	13574577
chr1	13589455	13590293
chr1	13614506	13615346
chr1	13615484	13616130
chr1	13647590	13648511
chr1	13649369	13650270
chr1	13660074	13660882
chr1	13682740	13683645
chr1	13705897	13706962
chr1	13752234	13753136
chr1	13784174	13785070
chr1	13789056	13789946
chr1	13848520	13849375
chr1	13870481	13871352
chr1	13991121	13991966
chr1	13992824	13993540
chr1	14008792	14009651
chr1	14108378	14109300
chr1	14129256	14130156
chr1	14134908	14135716
chr1	14143962	14144878
chr1	14150874	14151765
chr1	14180051	14180949
chr1	14181474	14182339
chr1	14183951	14184793
chr1	14201930	14202815
chr1	14204004	14204840
chr1	14207910	14208795
chr1	14218314	14219456
chr1	14231845	14232735
chr1	14233915	14234770
chr1	14235911	14236765
chr1	14293680	14294607
chr1	14304456	14305237
chr1	14309443	14310351
chr1	14484259	14485197
chr1	14506407	14507202
chr1	14635575	14636471
chr1	14704717	14705594
chr1	14728778	14729667
chr1	14739713	14740597
chr1	14755102	14755992
chr1	14816366	14817154
chr1	14889328	14890291
chr1	14918364	14919237
chr1	14937588	14938462
chr1	15007357	15008219
chr1	15072529	15073378
chr1	15154828	15155671
chr1	15286336	15287230
chr1	15358169	15359058
chr1	15384249	15385109
chr1	15422788	15423663
chr1	15426511	15427316
chr1	15483215	15484114
chr1	15506165	15507116
chr1	15538792	15539696
chr1	15570072	15570930
chr1	15600723	15601629
chr1	15616064	15616967
chr1	15621673	15622626
chr1	15651646	15652539
chr1	15656599	15657406
chr1	15657997	15658907
chr1	15659387	15660224
chr1	15683334	15684206
chr1	15708710	15709485
chr1	15710142	15710963
chr1	15725552	15726443
chr1	15770136	15771010
chr1	15776634	15777557
chr1	15778049	15778902
chr1	15791577	15792517
chr1	15805215	15806075
chr1	15850473	15851342
chr1	15883266	15884138
chr1	15892200	15893128
chr1	15898539	15899399
chr1	15899531	15900331
chr1	15936060	15936948
chr1	15943435	15944305
chr1	15990802	15991725
chr1	15993342	15994397
chr1	16056947	16057772
chr1	16058356	16059215
chr1	16091313	16092223
chr1	16092786	16093684
chr1	16104307	16105215
chr1	16105469	16106200
chr1	16127016	16127958
chr1	16129834	16130732
chr1	16177339	16178277
chr1	16201631	16202543
chr1	16205603	16206543
chr1	16249083	16249684
chr1	16258106	16259011
chr1	16261531	16262455
chr1	16266910	16267758
chr1	16313657	16314575
chr1	16399094	16399944
chr1	16408101	16408991
chr1	16431250	16432151
chr1	16433112	16434000
chr1	16437036	16437879
chr1	16439939	16440809
chr1	16441709	16442260
chr1	16445717	16446639
chr1	16484175	16485043
chr1	16498447	16499111
chr1	16518858	16519607
chr1	16519723	16520236
chr1	16546563	16547394
chr1	16564544	16565473
chr1	16586734	16587619
chr1	16603557	16604488
chr1	16605135	16606085
chr1	16616056	16616951
chr1	16618897	16619753
chr1	16633486	16634431
chr1	16636281	16637154
chr1	16656563	16657487
chr1	16664854	16665732
chr1	16688199	16689063
chr1	16745734	16746508
chr1	16748787	16749560
chr1	16756225	16757029
chr1	16758771	16759773
chr1	16760550	16761423
chr1	16779677	16780534
chr1	16798091	16799001
chr1	16809462	16810312
chr1	16816313	16817194
chr1	16824962	16825851
chr1	16916430	16917306
chr1	16930000	16930904
chr1	16979701	16980616
chr1	16987399	16988273
chr1	16996480	16997370
chr1	17010482	17011340
chr1	17028298	17029267
chr1	17040985	17041851
chr1	17043042	17043956
chr1	17053708	17054626
chr1	17060316	17061196
chr1	17062373	17063201
chr1	17072501	17073357
chr1	17084801	17085697
chr1	17097460	17098355
chr1	17119755	17120664
chr1	17120901	17121686
chr1	17123106	17123916
chr1	17145031	17145915
chr1	17163316	17164218
chr1	17308518	17309353
chr1	17309661	17310576
chr1	17311180	17312061
chr1	17337607	17338425
chr1	17480626	17481471
chr1	17482703	17483605
chr1	17601128	17602000
chr1	17718106	17718958
chr1	17727042	17727948
chr1	17838244	17839107
chr1	17840510	17841432
chr1	17875089	17875939
chr1	17980387	17981358
chr1	18058171	18058981
chr1	18106153	18106548
chr1	18106642	18107135
chr1	18148039	18148861
chr1	18168000	18168903
chr1	18180946	18181847
chr1	18292251	18293109
chr1	18295002	18295894
chr1	18307695	18308597
chr1	18371384	18372265
chr1	18458508	18459396
chr1	18546272	18547084
chr1	18550889	18551728
chr1	18589295	18590090
chr1	18698123	18699046
chr1	18758189	18759102
chr1	18853047	18854075
chr1	18857208	18858111
chr1	18975124	18976008
chr1	18976615	18977421
chr1	19056103	19056964
chr1	19178803	19179672
chr1	19265167	19265998
chr1	19421125	19422049
chr1	19459664	19460543
chr1	19849735	19850619
chr1	19972990	19973989
chr1	20039141	20040067
chr1	20069486	20070388
chr1	20224225	20225219
chr1	20301456	20302369
chr1	20302826	20303653
chr1	20311218	20312070
chr1	20449815	20450587
chr1	20477528	20478465
chr1	20513445	20514323
chr1	20519800	20520655
chr1	20554224	20555064
chr1	20612453	20613360
chr1	20633275	20634214
chr1	20677736	20678589
chr1	20699779	20700670
chr1	20738193	20739085
chr1	20743554	20743939
chr1	20748892	20749817
chr1	20759555	20760456
chr1	20786121	20786961
chr1	20801439	20802305
chr1	20819925	20820824
chr1	20839626	20840481
chr1	20877302	20878217
chr1	20880142	20881009
chr1	20882891	20883797
chr1	20890235	20891019
chr1	20905879	20906719
chr1	20912171	20913071
chr1	20914215	20915057
chr1	20920871	20921780
chr1	20922674	20923532
chr1	20933209	20934082
chr1	20938762	20939637
chr1	20941042	20941935
chr1	20951159	20952050
chr1	20981344	20982168
chr1	20995135	20996051
chr1	21002419	21003346
chr1	21010189	21011059
chr1	21014289	21015140
chr1	21052537	21053405
chr1	21078895	21079808
chr1	21101043	21101899
chr1	21161515	21162399
chr1	21166021	21166905
chr1	21213686	21214594
chr1	21218276	21219179
chr1	21236397	21237168
chr1	21245913	21246818
chr1	21271240	21272029
chr1	21305365	21306198
chr1	21344052	21344894
chr1	21411136	21412013
chr1	21419106	21419984
chr1	21431399	21432252
chr1	21432761	21433576
chr1	21445588	21446462
chr1	21458392	21459327
chr1	21460790	21461696
chr1	21466133	21466999
chr1	21496061	21496841
chr1	21597792	21598614
chr1	21616411	21617498
chr1	21676529	21677391
chr1	21720856	21721796
chr1	21728982	21729718
chr1	21729840	21730479
chr1	21731351	21732275
chr1	21764781	21765636
chr1	21780731	21781561
chr1	21797865	21798780
chr1	21804368	21805126
chr1	21829771	21830689
chr1	21868258	21869103
chr1	21957808	21958626
chr1	21961077	21961956
chr1	21962104	21962489
chr1	22203660	22204607
chr1	22208052	22208905
chr1	22211209	22212196
chr1	22241473	22242325
chr1	22245563	22246378
chr1	22253082	22253997
chr1	22266252	22267139
chr1	22268713	22269608
chr1	22275051	22275912
chr1	22279023	22279779
chr1	22283988	22284800
chr1	22319880	22320683
chr1	22344708	22345571
chr1	22367745	22368629
chr1	22497351	22498284
chr1	22502002	22502896
chr1	22508732	22509679
chr1	22511591	22512237
chr1	22512348	22512784
chr1	22514803	22515920
chr1	22526167	22527041
chr1	22533177	22534100
chr1	22539401	22540226
chr1	22543407	22544308
chr1	22556987	22557851
chr1	22561327	22561925
chr1	22596662	22597469
chr1	22604349	22605253
chr1	22607522	22608307
chr1	22640350	22641182
chr1	22654629	22655452
chr1	22655884	22656691
chr1	22709115	22710004
chr1	22717484	22718241
chr1	22728212	22728573
chr1	22733051	22733972
chr1	22789190	22790113
chr1	22805659	22806571
chr1	22928266	22929129
chr1	23003441	23004351
chr1	23007797	23008697
chr1	23023340	23024212
chr1	23058149	23059042
chr1	23061749	23062638
chr1	23067502	23068353
chr1	23098058	23098973
chr1	23102604	23103515
chr1	23117139	23118031
chr1	23119169	23120037
chr1	23140258	23141088
chr1	23197225	23198097
chr1	23202289	23203215
chr1	23214392	23215113
chr1	23231259	23232119
chr1	23255835	23256667
chr1	23263886	23264688
chr1	23286473	23287351
chr1	23320956	23321897
chr1	23323925	23324802
chr1	23365400	23366310
chr1	23379968	23380818
chr1	23382802	23383673
chr1	23409718	23410614
chr1	23411108	23411893
chr1	23413867	23414668
chr1	23445514	23446396
chr1	23463874	23464767
chr1	23474266	23475291
chr1	23490355	23491196
chr1	23495040	23495973
chr1	23557626	23558385
chr1	23604130	23604984
chr1	23629157	23630019
chr1	23633098	23633946
chr1	23649711	23650616
chr1	23656014	23656877
chr1	23670346	23671222
chr1	23676258	23677136
chr1	23705266	23706160
chr1	23761538	23762292
chr1	23762558	23763411
chr1	23772448	23773225
chr1	23792641	23793443
chr1	23826795	23827712
chr1	23834563	23835356
chr1	23843710	23844505
chr1	23845958	23846833
chr1	23849248	23850140
chr1	23869382	23870286
chr1	23884017	23884743
chr1	23884867	23885387
chr1	23893576	23894410
chr1	23921902	23922742
chr1	23929124	23930009
chr1	23934758	23935656
chr1	23943261	23944156
chr1	23948179	23949013
chr1	23953629	23954546
chr1	23958333	23959157
chr1	23969910	23970768
chr1	23978002	23978880
chr1	23988606	23989543
chr1	24005188	24006087
chr1	24019729	24020598
chr1	24033789	24034658
chr1	24074121	24075001
chr1	24089693	24090520
chr1	24099907	24100800
chr1	24107297	24108089
chr1	24118936	24119760
chr1	24120264	24121010
chr1	24122393	24123261
chr1	24133515	24134311
chr1	24134678	24135533
chr1	24136845	24137720
chr1	24139110	24139932
chr1	24143432	24144366
chr1	24157795	24158495
chr1	24160717	24161668
chr1	24171204	24172088
chr1	24172578	24173403
chr1	24184731	24185621
chr1	24218808	24219714
chr1	24222772	24223739
chr1	24225985	24226810
chr1	24229116	24230048
chr1	24230193	24230980
chr1	24244608	24245457
chr1	24248798	24249605
chr1	24264163	24265033
chr1	24268748	24269629
chr1	24302465	24303331
chr1	24304477	24305406
chr1	24335534	24336436
chr1	24349400	24350315
chr1	24361986	24362888
chr1	24367378	24368261
chr1	24378170	24379074
chr1	24380678	24381592
chr1	24451946	24452831
chr1	24457811	24458689
chr1	24462410	24463330
chr1	24470962	24471832
chr1	24495173	24496086
chr1	24512327	24513226
chr1	24515072	24515961
chr1	24586392	24587136
chr1	24633460	24634336
chr1	24661333	24662231
chr1	24663860	24664764
chr1	24666491	24667409
chr1	24678186	24679080
chr1	24683790	24684645
chr1	24699253	24700050
chr1	24719353	24720106
chr1	24720697	24721548
chr1	24729501	24730384
chr1	24758253	24759150
chr1	24773382	24774270
chr1	24793475	24794111
chr1	24866608	24867478
chr1	24869568	24870448
chr1	24901023	24901887
chr1	24904783	24905648
chr1	25008423	25009315
chr1	25033414	25034312
chr1	25043451	25044407
chr1	25057271	25058133
chr1	25060086	25060759
chr1	25060875	25061455
chr1	25075933	25076808
chr1	25082090	25082971
chr1	25085404	25086341
chr1	25090913	25091775
chr1	25096141	25096982
chr1	25102061	25102945
chr1	25105099	25105990
chr1	25107426	25108314
chr1	25110514	25111398
chr1	25115434	25116032
chr1	25126827	25127660
chr1	25146000	25146904
chr1	25163280	25164199
chr1	25165907	25166801
chr1	25179909	25180803
chr1	25188931	25189840
chr1	25199285	25200107
chr1	25201774	25202536
chr1	25216690	25217628
chr1	25228495	25229339
chr1	25243513	25244339
chr1	25267299	25268146
chr1	25280025	25280770
chr1	25281299	25282140
chr1	25325124	25326034
chr1	25430156	25431123
chr1	25432257	25433052
chr1	25435317	25435920
chr1	25443258	25444180
chr1	25454424	25455223
chr1	25468410	25469184
chr1	25475434	25476319
chr1	25489928	25490847
chr1	25504060	25504936
chr1	25510162	25511059
chr1	25511730	25512548
chr1	25526895	25527776
chr1	25576327	25577244
chr1	25588392	25589306
chr1	25621356	25622250
chr1	25635651	25636516
chr1	25644032	25644929
chr1	25672231	25673139
chr1	25678241	25679083
chr1	25679492	25680287
chr1	25681809	25682692
chr1	25698503	25699409
chr1	25711100	25712107
chr1	25736875	25737692
chr1	25737939	25738934
chr1	25745495	25746407
chr1	25750714	25751333
chr1	25768671	25769563
chr1	25775381	25776276
chr1	25778581	25779437
chr1	25783395	25784231
chr1	25793942	25794769
chr1	25829767	25830670
chr1	25952054	25952927
chr1	26050636	26051679
chr1	26282665	26283583
chr1	26463050	26463892
chr1	26528673	26529586
chr1	26559344	26560246
chr1	26631204	26632048
chr1	26632550	26633436
chr1	26685816	26686651
chr1	26687810	26688523
chr1	26793844	26794735
chr1	26853622	26854505
chr1	26909696	26910760
chr1	27025324	27026205
chr1	27061993	27062892
chr1	27287720	27288604
chr1	27298459	27299285
chr1	27306649	27307420
chr1	27478712	27479649
chr1	27480990	27481828
chr1	27608365	27609227
chr1	27628719	27629704
chr1	27641871	27642777
chr1	27744962	27745864
chr1	27998150	27999067
chr1	28053719	28054612
chr1	28214030	28215030
chr1	28339711	28340552
chr1	28349285	28350140
chr1	28373143	28374046
chr1	28602120	28603036
chr1	28800645	28801555
chr1	28806386	28807280
chr1	28870127	28871203
chr1	28877349	28878233
chr1	28970684	28971586
chr1	29216840	29217711
chr1	29322247	29323127
chr1	29561449	29562459
chr1	29587565	29588554
chr1	30144738	30145636
chr1	30184551	30185049
chr1	30189406	30190299
chr1	30204508	30205404
chr1	30262018	30263054
chr1	30502971	30503831
chr1	30584648	30585530
chr1	30588089	30588963
chr1	30590503	30591428
chr1	30595022	30595955
chr1	30655971	30656899
chr1	30700285	30700977
chr1	30701094	30701676
chr1	30716118	30716987
chr1	30719146	30719982
chr1	30720578	30721488
chr1	30740715	30741578
chr1	30751009	30751738
chr1	30755403	30756256
chr1	30771493	30772343
chr1	30787009	30787878
chr1	30793040	30793899
chr1	30797868	30798762
chr1	30819044	30819939
chr1	30832476	30833285
chr1	30873371	30874205
chr1	30891432	30892396
chr1	30930692	30931507
chr1	30949399	30950263
chr1	31064924	31065856
chr1	31141986	31142875
chr1	31153795	31154665
chr1	31156655	31157567
chr1	31175165	31176039
chr1	31178022	31178913
chr1	31203455	31204372
chr1	31209881	31210777
chr1	31220616	31221481
chr1	31260259	31261151
chr1	31378836	31379736
chr1	31441913	31442805
chr1	31448713	31449611
chr1	31453503	31454405
chr1	32172257	32173160
chr1	32174388	32175226
chr1	32270251	32271072
chr1	32275206	32276016
chr1	32277255	32278109
chr1	32279646	32280447
chr1	32294563	32295376
chr1	32301107	32302021
chr1	32306443	32307270
chr1	32309367	32310176
chr1	32338878	32339743
chr1	32363237	32364093
chr1	32397345	32398223
chr1	32428111	32428996
chr1	32430283	32431185
chr1	32432792	32433667
chr1	32434264	32435111
chr1	32443654	32444546
chr1	32452527	32453404
chr1	32462947	32463833
chr1	32479824	32480766
chr1	32487689	32488611
chr1	32503127	32504008
chr1	32553681	32554542
chr1	32621157	32621558
chr1	32625880	32626708
chr1	32632491	32633344
chr1	32638892	32639738
chr1	32689278	32690087
chr1	32700863	32701748
chr1	32740136	32741041
chr1	32767695	32768721
chr1	32827031	32827849
chr1	32830401	32831304
chr1	32872792	32873647
chr1	32902277	32903164
chr1	32959073	32959981
chr1	33040444	33041353
chr1	33042201	33043089
chr1	33124870	33125732
chr1	33170698	33171621
chr1	33174794	33175665
chr1	33194885	33195759
chr1	33201333	33202224
chr1	33249242	33250144
chr1	33271441	33272313
chr1	33276914	33277333
chr1	33379560	33380447
chr1	33454373	33455174
chr1	33460023	33460927
chr1	33480200	33481009
chr1	33483828	33484619
chr1	33489805	33490648
chr1	33499455	33500369
chr1	33522678	33523857
chr1	33527145	33528051
chr1	33529603	33530429
chr1	33531234	33532087
chr1	33534702	33535218
chr1	33535332	33535992
chr1	33565638	33566484
chr1	33609777	33610706
chr1	33636159	33636953
chr1	33641010	33641890
chr1	33645418	33646329
chr1	33646976	33647848
chr1	33669620	33670141
chr1	33672444	33673077
chr1	33673192	33673789
chr1	33680830	33681608
chr1	33689423	33690295
chr1	33693555	33694411
chr1	33700951	33701871
chr1	33719600	33720489
chr1	33725154	33726062
chr1	33734382	33735256
chr1	33739051	33739930
chr1	33742643	33743526
chr1	33744082	33744869
chr1	33751054	33751954
chr1	33757257	33758126
chr1	33770294	33771175
chr1	33776104	33776957
chr1	33784288	33785191
chr1	33803061	33803875
chr1	33814035	33814883
chr1	33817681	33818555
chr1	33843623	33844540
chr1	33873478	33874023
chr1	33883136	33884049
chr1	33892528	33893431
chr1	33899888	33900787
chr1	33907429	33908367
chr1	33932781	33933618
chr1	33935626	33936535
chr1	33946699	33947586
chr1	33949639	33950419
chr1	33964376	33965212
chr1	33966129	33966992
chr1	33980301	33981098
chr1	33989455	33990389
chr1	33993860	33994760
chr1	34005627	34006438
chr1	34011094	34011997
chr1	34016520	34017419
chr1	34022949	34023952
chr1	34028340	34029421
chr1	34041091	34041932
chr1	34051004	34051859
chr1	34060297	34060906
chr1	34061017	34061613
chr1	34074537	34075440
chr1	34076857	34077734
chr1	34094039	34094913
chr1	34097404	34098224
chr1	34103421	34104303
chr1	34121266	34122110
chr1	34127283	34128164
chr1	34138992	34139887
chr1	34164368	34165245
chr1	34167283	34168194
chr1	34177769	34178657
chr1	34182942	34183769
chr1	34189123	34189901
chr1	34190025	34190655
chr1	34206414	34207355
chr1	34218156	34218971
chr1	34227453	34228340
chr1	34236078	34236994
chr1	34240698	34241557
chr1	34300423	34301251
chr1	34310595	34311372
chr1	34331518	34332350
chr1	34379023	34379873
chr1	34388853	34389629
chr1	34396050	34396959
chr1	34409577	34410456
chr1	34432802	34433646
chr1	34434516	34435417
chr1	34439150	34440080
chr1	34459294	34460182
chr1	34462575	34463462
chr1	34467657	34468605
chr1	34472505	34473316
chr1	34485514	34486375
chr1	34505084	34505869
chr1	34510599	34511462
chr1	34536518	34537451
chr1	34571161	34572064
chr1	34574802	34575661
chr1	34579244	34580136
chr1	34583584	34584474
chr1	34584850	34585586
chr1	34596844	34597755
chr1	34602091	34602971
chr1	34642226	34643126
chr1	34643849	34644685
chr1	34653952	34654841
chr1	34677079	34677708
chr1	34677922	34678764
chr1	34686311	34687209
chr1	34696335	34697254
chr1	34700336	34701126
chr1	34708748	34709595
chr1	34738111	34739011
chr1	34748918	34749745
chr1	34750335	34751163
chr1	34753383	34754270
chr1	34760380	34761253
chr1	34768615	34769508
chr1	34779222	34780177
chr1	34793246	34794144
chr1	34799003	34799921
chr1	34801425	34802116
chr1	34802232	34802691
chr1	34804676	34805523
chr1	34824071	34824950
chr1	34830752	34831552
chr1	34842554	34843452
chr1	34849650	34850441
chr1	34863047	34863914
chr1	34873247	34874089
chr1	34891302	34892207
chr1	34893590	34894484
chr1	34896656	34897517
chr1	34927062	34927963
chr1	34983775	34984582
chr1	34990490	34991341
chr1	35032359	35033307
chr1	35162288	35163138
chr1	35200938	35201750
chr1	35202293	35203197
chr1	35239372	35240277
chr1	35241843	35242939
chr1	35243140	35243951
chr1	35257322	35258172
chr1	35331603	35332406
chr1	35337490	35338465
chr1	35338682	35339594
chr1	35362556	35363471
chr1	35374267	35375143
chr1	35385154	35386028
chr1	35387862	35388721
chr1	35402927	35403793
chr1	35415536	35416328
chr1	35417920	35418763
chr1	35426985	35427721
chr1	35427914	35428804
chr1	35429349	35430114
chr1	35464829	35465723
chr1	35495741	35496605
chr1	35575017	35575886
chr1	35585698	35586573
chr1	35604869	35605909
chr1	35640163	35641032
chr1	35653150	35653964
chr1	35663410	35664310
chr1	35726343	35727212
chr1	35729737	35730568
chr1	35749142	35749785
chr1	35750825	35751347
chr1	35759024	35759528
chr1	35762881	35763783
chr1	35772290	35773127
chr1	35784929	35785792
chr1	35795789	35796647
chr1	35802719	35803640
chr1	35811228	35812084
chr1	35826569	35827461
chr1	35843403	35844282
chr1	35849706	35850557
chr1	35869393	35870304
chr1	35879308	35880220
chr1	35935031	35935936
chr1	35945292	35946169
chr1	35950897	35951788
chr1	35973019	35973986
chr1	35992352	35993179
chr1	35995402	35996314
chr1	36008769	36009636
chr1	36030246	36031164
chr1	36064615	36065515
chr1	36067934	36068818
chr1	36095171	36096068
chr1	36123953	36124881
chr1	36149054	36149840
chr1	36160070	36160951
chr1	36162443	36163316
chr1	36172723	36173525
chr1	36173666	36174278
chr1	36191497	36192418
chr1	36239260	36239958
chr1	36243832	36244728
chr1	36252565	36253445
chr1	36254469	36255377
chr1	36261845	36262704
chr1	36269004	36269915
chr1	36275495	36276276
chr1	36277088	36277960
